ec5_uuid,created_at,uploaded_at,created_by,title,1_Tree_diameter_ftin,lat_2_Location,long_2_Location,accuracy_2_Location,UTM_Northing_2_Location,UTM_Easting_2_Location,UTM_Zone_2_Location,3_Date,4_Time,5_Photo,6_Video
5e6250c4-7ce9-4697-a2a1-aaa5fc254985,2023-11-26T15:35:31.000Z,2023-12-05T21:12:17.000Z,gladcolor@gmail.com,5e6250c4-7ce9-4697-a2a1-aaa5fc254985,4-6,33.990089,-81.011039,4,3761057,498980,17S,2023/11/26,10:34:59,5e6250c4-7ce9-4697-a2a1-aaa5fc254985_1701012927.jpg,
cae0aa37-df00-4639-9e54-903c57060651,2023-11-26T15:34:13.000Z,2023-12-05T21:12:15.000Z,gladcolor@gmail.com,cae0aa37-df00-4639-9e54-903c57060651,1-2,33.989951,-81.010988,4,3761041,498985,17S,2023/11/26,10:33:48,cae0aa37-df00-4639-9e54-903c57060651_1701012847.jpg,
2e621ae8-a1ca-4b5c-b658-80d224084e3b,2023-11-26T15:33:26.000Z,2023-12-05T21:12:14.000Z,gladcolor@gmail.com,2e621ae8-a1ca-4b5c-b658-80d224084e3b,6-9,33.989956,-81.010891,3,3761042,498994,17S,2023/11/26,10:32:44,2e621ae8-a1ca-4b5c-b658-80d224084e3b_1701012790.jpg,
b57f9ab8-690a-435d-9528-4b8c62912d43,2023-11-26T15:31:18.000Z,2023-12-05T21:12:12.000Z,gladcolor@gmail.com,b57f9ab8-690a-435d-9528-4b8c62912d43,4-3,33.989621,-81.010599,4,3761005,499021,17S,2023/11/26,10:30:54,b57f9ab8-690a-435d-9528-4b8c62912d43_1701012674.jpg,
f3e4d35f-e331-42d1-a822-de82d8c12685,2023-11-26T15:30:25.000Z,2023-12-05T21:12:10.000Z,gladcolor@gmail.com,f3e4d35f-e331-42d1-a822-de82d8c12685,3-1,33.989593,-81.010526,4,3761002,499027,17S,2023/11/26,10:29:49,f3e4d35f-e331-42d1-a822-de82d8c12685_1701012609.jpg,
99b99522-5994-43ab-b5e4-207ae6508b4f,2023-11-26T15:28:45.000Z,2023-12-05T21:12:08.000Z,gladcolor@gmail.com,99b99522-5994-43ab-b5e4-207ae6508b4f,1-8,33.989474,-81.010417,4,3760988,499037,17S,2023/11/26,10:28:19,99b99522-5994-43ab-b5e4-207ae6508b4f_1701012519.jpg,
cfb47fc1-809c-4efd-b42a-f50355274744,2023-11-26T15:27:41.000Z,2023-12-05T21:12:06.000Z,gladcolor@gmail.com,cfb47fc1-809c-4efd-b42a-f50355274744,1-1,33.989386,-81.010257,4,3760979,499052,17S,2023/11/26,10:27:10,cfb47fc1-809c-4efd-b42a-f50355274744_1701012447.jpg,
46c6379c-98ab-4df4-b8cb-cc1276cb951a,2023-11-24T17:09:16.000Z,2023-11-24T18:20:10.000Z,gladcolor@gmail.com,46c6379c-98ab-4df4-b8cb-cc1276cb951a,2-1,33.990823,-81.012047,4,3761138,498887,17S,2023/11/24,12:08:53,46c6379c-98ab-4df4-b8cb-cc1276cb951a_1700845751.jpg,
b418be89-2b28-4b35-91a4-f020f98ce643,2023-11-24T17:07:54.000Z,2023-11-24T18:20:08.000Z,gladcolor@gmail.com,b418be89-2b28-4b35-91a4-f020f98ce643,4-4,33.990655,-81.012032,4,3761119,498888,17S,2023/11/24,12:06:59,b418be89-2b28-4b35-91a4-f020f98ce643_1700845671.jpg,
3865956f-850c-4569-bf18-eeca0fc79204,2023-11-24T17:05:29.000Z,2023-11-24T18:20:06.000Z,gladcolor@gmail.com,3865956f-850c-4569-bf18-eeca0fc79204,0-5,33.990555,-81.011875,4,3761108,498903,17S,2023/11/24,12:05:05,3865956f-850c-4569-bf18-eeca0fc79204_1700845522.jpg,
f6f94365-d998-470c-9ec1-e139f96d7e22,2023-11-24T17:04:34.000Z,2023-11-24T18:20:04.000Z,gladcolor@gmail.com,f6f94365-d998-470c-9ec1-e139f96d7e22,1-9,33.990409,-81.011768,4,3761092,498913,17S,2023/11/24,12:03:33,f6f94365-d998-470c-9ec1-e139f96d7e22_1700845435.jpg,
4a970896-699c-411c-bec0-c0720db43f73,2023-11-24T17:02:28.000Z,2023-11-24T18:20:02.000Z,gladcolor@gmail.com,4a970896-699c-411c-bec0-c0720db43f73,1-8,33.990239,-81.011548,4,3761073,498933,17S,2023/11/24,12:01:56,4a970896-699c-411c-bec0-c0720db43f73_1700845342.jpg,
b038f7ca-8f84-48d8-a42c-eb0d74935c89,2023-11-24T17:00:47.000Z,2023-11-24T18:20:00.000Z,gladcolor@gmail.com,b038f7ca-8f84-48d8-a42c-eb0d74935c89,10-1,33.990185,-81.01143,4,3761067,498944,17S,2023/11/24,12:00:20,b038f7ca-8f84-48d8-a42c-eb0d74935c89_1700845238.jpg,
09099228-2a20-4fb2-995b-6c70742fdaec,2023-11-24T16:58:21.000Z,2023-11-24T18:19:58.000Z,gladcolor@gmail.com,09099228-2a20-4fb2-995b-6c70742fdaec,8-10,33.989958,-81.011266,4,3761042,498959,17S,2023/11/24,11:57:43,09099228-2a20-4fb2-995b-6c70742fdaec_1700845093.jpg,
0c1b2623-0878-41b0-8312-093205f2e1f2,2023-11-24T16:56:16.000Z,2023-11-24T18:19:56.000Z,gladcolor@gmail.com,0c1b2623-0878-41b0-8312-093205f2e1f2,4-2,33.989875,-81.011164,4,3761033,498968,17S,2023/11/24,11:55:49,0c1b2623-0878-41b0-8312-093205f2e1f2_1700844970.jpg,
d0688940-cfc3-4923-bc81-95d82028a839,2023-11-24T16:54:47.000Z,2023-11-24T18:19:54.000Z,gladcolor@gmail.com,d0688940-cfc3-4923-bc81-95d82028a839,4-2,33.989706,-81.010839,5,3761014,498998,17S,2023/11/24,11:53:51,d0688940-cfc3-4923-bc81-95d82028a839_1700844874.jpg,
089750ff-26fc-43c7-b5e3-076fb52b82e7,2023-11-24T16:52:06.000Z,2023-11-24T18:19:52.000Z,gladcolor@gmail.com,089750ff-26fc-43c7-b5e3-076fb52b82e7,3-5,33.989495,-81.010578,4,3760991,499023,17S,2023/11/24,11:50:28,089750ff-26fc-43c7-b5e3-076fb52b82e7_1700844711.jpg,
28eeb21e-f3ff-4f61-8fa9-34b61c16356c,2023-11-24T16:48:58.000Z,2023-11-24T18:19:51.000Z,gladcolor@gmail.com,28eeb21e-f3ff-4f61-8fa9-34b61c16356c,4-5,33.989387,-81.010487,4,3760979,499031,17S,2023/11/24,11:47:10,28eeb21e-f3ff-4f61-8fa9-34b61c16356c_1700844500.jpg,
6a4fc2a6-242d-4b81-86cf-5d764522b932,2023-11-24T16:45:56.000Z,2023-11-24T18:19:49.000Z,gladcolor@gmail.com,6a4fc2a6-242d-4b81-86cf-5d764522b932,4-8,33.98937,-81.010372,4,3760977,499042,17S,2023/11/24,11:45:30,6a4fc2a6-242d-4b81-86cf-5d764522b932_1700844344.jpg,
